,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,294.0,471.0,0.0,375.4331,768.9497,3.144100000000037
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,0.1,289.7903,286.1026,282.9595,280.3729,278.3399,276.8477,275.8871,275.474,275.6752,276.6352,278.6006,281.9347,287.1181,294.7286,305.4025,319.7848,338.4912,362.1134,391.3118,427.0441,362.0,472.0,375.4331,140.0586,393.5166,3.144100000000037
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,0.2,344.3868,329.4496,316.9931,306.8968,299.0557,293.3518,289.6537,287.8313,287.7789,289.4344,292.7927,297.9109,304.9071,313.959,325.3064,339.2656,356.262,376.8924,402.0328,433.0239,327.0,471.0,515.4917,43.59109999999998,253.458,3.144100000000037
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,0.3,319.8115,313.8756,308.9825,304.9995,301.868,299.5941,298.2347,297.8809,298.6437,300.643,304.0039,308.8591,315.3574,323.679,334.057,346.8072,362.3722,381.3853,404.7733,433.9259,292.0,473.0,559.0828,26.70799999999997,209.8669,3.144100000000037
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,0.4,292.2987,292.8853,293.6347,294.4772,295.4074,296.4824,297.8119,299.5432,301.8474,304.9072,308.9124,314.0608,320.5658,328.671,338.6705,350.9387,365.9733,384.4594,407.3723,436.1495,284.0,472.0,585.7908,27.69730000000004,183.1589,3.144100000000037
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,0.5,285.1082,286.4162,287.8901,289.5186,291.3176,293.3314,295.6314,298.3133,301.4941,305.31,309.9169,315.4934,322.2481,330.4304,340.3493,352.3993,367.1004,385.1602,407.5725,435.7851,286.0,473.0,613.4881,31.16699999999992,155.46159999999998,3.144100000000037
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.6,286.2757,286.8484,287.7251,288.9207,290.4587,292.3731,294.7107,297.5328,300.919,304.9697,309.8107,315.5986,322.5287,330.8458,340.8614,352.9782,367.7287,385.8355,408.3101,436.6214,290.0,473.0,644.6551,31.536500000000046,124.29460000000006,3.144100000000037
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,0.7,289.4062,289.2151,289.4393,290.0963,291.2084,292.8036,294.918,297.5991,300.9105,304.9364,309.7868,315.6039,322.5709,330.9231,340.9648,353.0947,367.8436,385.9347,408.3823,436.6592,290.0,471.0,676.1916,30.13980000000004,92.7581,3.144100000000037
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,0.8,289.5178,289.4259,289.7264,290.431,291.5606,293.1461,295.2293,297.8651,301.1233,305.0924,309.8839,315.6386,322.5352,330.8027,340.7374,352.7287,367.2979,385.1567,407.3039,435.188,286.0,473.0,706.3314,30.624900000000025,62.61829999999998,3.144100000000037
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,0.9,286.365,287.0145,287.9458,289.1688,290.7077,292.602,294.9062,297.6907,301.042,305.065,309.8872,315.6642,322.5887,330.9027,340.9152,353.0273,367.7708,385.8685,408.3326,436.6327,284.0,473.0,736.9563,31.99339999999995,31.99339999999995,3.144100000000037
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,293.0,473.0,0.0,375.4993,769.6398,3.023400000000038
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.1,288.9929,285.4818,282.4889,280.0267,278.0936,276.6792,275.7778,275.4096,275.6462,276.6375,278.6356,282.0101,287.2476,294.9325,305.7079,320.2255,339.1076,362.9545,392.4393,428.543,364.0,473.0,375.4993,139.29839999999996,394.1405,3.023400000000038
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,0.2,345.9176,330.5919,317.8178,307.4691,299.4357,293.5942,289.8059,287.9331,287.8619,289.5228,292.9046,298.0593,305.1013,314.2059,325.6119,339.6358,356.7054,377.4225,402.6726,433.8117,325.0,473.0,514.7977,42.96180000000004,254.84210000000007,3.023400000000038
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,0.3,318.2933,312.7694,308.2192,304.5114,301.5916,299.4734,298.2235,297.9444,298.7585,300.7964,304.1923,309.0868,315.6351,324.0234,334.4901,347.3576,363.0758,382.2888,405.9387,435.4417,289.0,473.0,557.7595,26.62040000000001,211.88030000000003,3.023400000000038
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,0.4,289.8728,290.9601,292.1399,293.3464,294.5787,295.9003,297.4279,299.3167,301.7447,304.9014,308.9817,314.187,320.733,328.864,338.874,351.1376,366.1527,384.6059,407.4754,436.2025,284.0,473.0,584.3799,28.660799999999995,185.2599,3.023400000000038
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,0.5,285.0022,286.2156,287.616,289.1981,290.9796,293.0029,295.3345,298.064,301.3017,305.1785,309.8465,315.4825,322.2952,330.5364,340.5182,352.6397,367.4267,385.5934,408.1428,436.5366,285.0,472.0,613.0407,31.5068,156.59910000000002,3.023400000000038
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,0.6,285.4467,286.1673,287.1701,288.4715,290.0974,292.0844,294.482,297.3544,300.7827,304.8684,309.7368,315.5429,322.4789,330.786,340.7712,352.8326,367.4981,385.4856,407.8006,435.9017,287.0,472.0,644.5475,32.30970000000002,125.09230000000002,3.023400000000038
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,0.7,286.9705,287.2701,287.9128,288.9187,290.314,292.1327,294.4181,297.226,300.6275,304.7135,309.5997,315.4322,322.3967,330.7297,340.7358,352.8123,367.4877,385.4809,407.7987,435.9011,291.0,473.0,676.8572,31.716299999999933,92.7826,3.023400000000038
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.8,290.1948,289.8171,289.879,290.3975,291.3945,292.8966,294.9382,297.565,300.8378,304.838,309.6729,315.4826,322.4482,330.8038,340.8532,352.9946,367.7586,385.8682,408.3368,436.6361,290.0,473.0,708.5735,30.343700000000013,61.06630000000007,3.023400000000038
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,0.9,289.5426,289.472,289.7879,290.5002,291.6295,293.2078,295.2794,297.9019,301.1489,305.1125,309.9085,315.6819,322.6166,330.9467,340.9749,353.0973,367.8428,385.9329,408.3807,436.6583,284.0,473.0,738.9172,30.722600000000057,30.722600000000057,3.023400000000038
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,296.0,471.0,0.0,374.7041,767.6057,2.46550000000002
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,0.1,291.3845,287.3438,283.9005,281.0657,278.8344,277.1891,276.115,275.6208,275.7664,276.6899,278.6322,281.9524,287.1276,294.7336,305.4049,319.786,338.4917,362.1136,391.3119,427.0441,364.0,472.0,374.7041,138.45959999999997,392.9016,2.46550000000002
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,0.2,346.013,330.7737,318.0684,307.7649,299.7499,293.9005,290.0812,288.1593,288.0261,289.6174,292.9257,298.0056,304.9732,314.0041,325.3365,339.2852,356.2744,376.8999,402.0369,433.0257,321.0,471.0,513.1637,42.95990000000006,254.442,2.46550000000002
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,0.3,315.1689,310.3912,306.4641,303.262,300.7378,298.9155,297.8746,297.7319,298.6236,300.6931,304.0851,308.9471,315.4391,323.7483,334.1121,346.8488,362.4021,381.4055,404.7856,433.9317,293.0,473.0,556.1236,27.282299999999964,211.48209999999995,2.46550000000002
