,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,374.0,374.0,0.0,368.2471,729.0025,-40.0
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,0.1,356.7879,340.363,325.4062,312.4104,301.641,293.1438,286.7912,282.3535,279.5758,278.2463,278.2463,279.5758,282.3535,286.7912,293.1438,301.641,312.4104,325.4062,340.363,356.7879,324.84615384615387,374.0,368.2471,144.03450000000004,360.75540000000007,-19.8562
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,0.2,321.181,317.4468,313.6109,309.7041,305.8308,302.1624,298.917,296.3326,294.6415,294.0498,294.7247,296.7881,300.3147,305.3313,311.816,319.6967,328.8497,339.1,350.2238,361.9558,286.8205128205128,371.0,512.2816,49.53019999999992,216.72090000000003,-10.837600000000007
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,0.3,289.9554,292.8708,295.3914,297.4197,298.9538,300.0851,300.9808,301.8561,302.9439,304.4664,306.6148,309.5352,313.3221,318.0177,323.6144,330.0603,337.2661,345.1124,353.4572,362.1423,286.8205128205128,371.0,561.8118,18.31600000000003,167.1907000000001,-12.914899999999989
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,0.4,288.9953,291.1524,293.2807,295.3819,297.4743,299.5945,301.7966,304.1489,306.7287,309.6162,312.887,316.6063,320.823,325.565,330.8372,336.6203,342.871,349.5246,356.4977,363.6922,188.3846153846154,371.0,580.1278,25.673700000000053,148.87470000000008,-13.405500000000018
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,0.5,207.3988,225.6673,242.5508,257.5981,270.5879,281.5252,290.6009,298.1295,304.4828,310.0325,315.1101,319.9849,324.8578,329.8648,335.0867,340.5599,346.2861,352.2418,358.3843,364.6583,340.2307692307693,374.0,605.8015,42.10979999999995,123.20100000000002,-31.474800000000016
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.6,328.7487,318.2009,309.379,302.8237,298.7747,297.1842,297.7795,300.1538,303.8588,308.4783,313.6748,319.2069,324.9254,330.7541,336.6674,342.6663,348.7604,354.9546,361.2418,367.6012,189.3846153846154,371.0,647.9113,17.795399999999972,81.09120000000007,-15.815800000000024
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,0.7,209.2511,228.2423,245.6211,260.893,273.8537,284.5756,293.3456,300.576,306.7157,312.1779,317.2962,322.308,327.3583,332.5179,337.8047,343.2054,348.6924,354.2361,359.812,365.4032,315.5897435897436,373.0,665.7067,36.025800000000004,63.2958000000001,-28.42439999999999
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,0.8,308.7821,302.6922,297.9248,294.8861,293.7458,294.4481,296.7648,300.3673,304.9003,310.0393,315.5258,321.1793,326.8915,332.6116,338.3267,344.0442,349.7786,355.5414,361.3369,367.1604,283.8205128205128,372.0,701.7325,6.870499999999993,27.27000000000009,-18.55189999999999
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,0.9,286.6832,289.5188,292.3167,295.0943,297.8989,300.8004,303.8785,307.2066,310.8392,314.8044,319.1026,323.7103,328.5868,333.683,338.9476,344.3338,349.8017,355.3207,360.8686,366.4314,186.3846153846154,372.0,708.603,20.399500000000103,20.399500000000103,-12.199599999999975
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,373.0,372.0,0.0,369.1652,730.9606,-40.0
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.9583,339.696,324.8872,312.0198,301.3567,292.9428,286.6516,282.2551,279.5,278.1753,278.1616,279.4563,282.1741,286.5211,292.7464,301.0746,311.6303,324.3686,339.0291,355.1287,327.84615384615387,374.0,369.1652,146.84640000000002,361.7954,-20.057200000000023
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,0.2,323.6169,319.3463,315.0253,310.701,306.4855,302.5489,299.1016,296.3693,294.5709,293.8997,294.5132,296.5271,300.0138,305.0012,311.471,319.3553,328.5346,338.8352,350.0322,361.8551,283.8205128205128,374.0,516.0116,50.35539999999992,214.949,-10.451099999999997
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,0.3,287.583,291.0885,294.1298,296.5879,298.4516,299.8149,300.8575,301.8134,302.9373,304.474,306.6357,309.5881,313.4433,318.2588,324.0401,330.7446,338.2875,346.5471,355.3717,364.5864,284.8205128205128,373.0,566.367,17.938300000000027,164.59360000000004,-13.185099999999975
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,0.4,287.2322,289.6231,291.9793,294.2995,296.5994,298.9139,301.2964,303.816,306.5525,309.5898,313.0081,316.8775,321.2508,326.1591,331.6086,337.5797,344.028,350.8866,358.0698,365.4775,189.3846153846154,371.0,584.3053,25.9339,146.6553,-14.086099999999988
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,0.5,208.0994,226.0902,242.7365,257.6004,270.467,281.3415,290.4093,297.9758,304.4017,310.0468,315.2312,320.213,325.1827,330.2667,335.5372,341.0235,346.7236,352.6134,358.6547,364.8007,346.3589743589744,372.0,610.2392,41.21990000000005,120.72140000000002,-31.658500000000004
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,0.6,333.8381,322.2984,312.5722,305.2302,300.5289,298.4233,298.632,300.7309,304.2493,308.7464,313.8601,319.3259,324.9735,330.7084,336.4896,342.3075,348.1654,354.0683,360.0153,365.9978,187.3846153846154,374.0,651.4591,16.8057,79.50149999999996,-14.576700000000017
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,0.7,207.8999,227.4935,245.3893,261.0668,274.3112,285.1997,294.0356,301.2549,307.3332,312.71,317.7432,322.6919,327.7212,332.9196,338.3212,343.9252,349.7108,355.6475,361.6999,367.8303,310.46153846153845,374.0,668.2648,35.76019999999994,62.69579999999996,-27.8003
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.8,304.5677,299.3545,295.3941,293.0685,292.5329,293.7284,296.4324,300.3293,305.0807,310.3806,315.9875,321.7354,327.5269,333.3174,339.0969,344.873,350.6584,356.4633,362.2915,368.1399,285.8205128205128,372.0,704.025,7.520200000000045,26.935600000000026,-19.27159999999997
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,0.9,288.1371,290.468,292.8373,295.2856,297.8691,300.6535,303.7036,307.0719,310.7898,314.8637,319.2756,323.9876,328.949,334.1032,339.3951,344.7753,350.2044,355.6539,361.1067,366.5553,189.3846153846154,372.0,711.5452,19.415399999999977,19.415399999999977,-12.346499999999992
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,374.0,373.0,0.0,368.6227,733.9461,-40.0
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,0.1,356.7878,340.3629,325.406,312.41,301.6403,293.1423,286.7882,282.3477,279.5651,278.2272,278.2135,279.5214,282.2667,286.6577,292.9459,301.3582,312.0205,324.8875,339.6961,355.9583,327.84615384615387,374.0,368.6227,145.3392,365.3234,-19.857700000000023
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,0.2,323.6681,319.444,315.161,310.864,306.6646,302.7346,299.2866,296.55,294.7465,294.0722,294.6857,296.7027,300.1945,305.1863,311.6566,319.5345,328.6975,338.9709,350.1298,361.9063,283.8205128205128,372.0,513.9619,49.7618,219.9842,-10.2654
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,0.3,287.6102,291.1419,294.2074,296.687,298.5686,299.9457,300.9972,301.9563,303.076,304.5987,306.733,309.6395,313.4242,318.1376,323.778,330.2974,337.6075,345.5876,354.0915,362.9545,283.8205128205128,372.0,563.7237,18.33259999999996,170.2224,-13.054300000000012
34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,0.4,286.4191,288.9881,291.5057,293.9646,296.3765,298.7747,301.2125,303.7602,306.4997,309.517,312.8949,316.706,321.0058,325.8288,331.1847,337.0576,343.4063,350.1665,357.2541,364.5688,189.3846153846154,372.0,582.0563,26.73210000000006,151.88980000000004,-14.225300000000004
35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,0.5,208.0532,226.0018,242.6127,257.4497,270.2977,281.1603,290.2206,297.7816,304.2023,309.8424,315.0236,320.0081,324.9923,330.1101,335.4414,341.0226,346.8562,352.9189,359.1688,365.5504,351.4871794871795,371.0,608.7884,41.18449999999996,125.15769999999998,-31.8397
36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,0.6,338.0652,325.6651,315.1547,307.1301,301.8616,299.3059,299.1738,301.0267,304.376,308.7621,313.8054,319.2254,324.8377,330.5359,336.2686,342.0178,347.7815,353.5624,359.3617,365.1764,188.3846153846154,371.0,649.9729,15.204399999999964,83.97320000000002,-13.694099999999992
37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,0.7,208.9637,228.6035,246.5138,262.1654,275.342,286.1249,294.8258,301.8907,307.8039,313.011,317.8715,322.6419,327.4809,332.4681,337.6278,342.9502,348.4092,353.9728,359.6103,365.2941,297.0769230769231,374.0,665.1773,35.88740000000007,68.76880000000006,-26.87509999999997
38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,0.8,293.6047,290.6968,288.8248,288.2977,289.2319,291.5633,295.0918,299.5435,304.631,310.1011,315.7616,321.4889,327.2212,332.9427,338.6661,344.4157,350.2152,356.0788,362.0077,367.9892,286.8205128205128,374.0,701.0647,10.564200000000028,32.881399999999985,-21.436699999999973
39,39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,0.9,288.3617,289.9874,291.7796,293.8151,296.161,298.8705,301.9781,305.4978,309.4222,313.7258,318.369,323.3038,328.48,333.8489,339.3675,344.999,350.714,356.4888,362.3047,368.1462,186.3846153846154,371.0,711.6289,22.31719999999996,22.31719999999996,-14.129500000000007
40,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,371.0,374.0,0.0,368.7518,728.2052,-40.0
41,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,0.1,354.2992,338.3623,323.85,311.2408,300.7925,292.55,286.3906,282.0931,279.4126,278.1478,278.189,279.5437,282.3361,286.7821,293.1392,301.6388,312.4093,325.4057,340.3628,356.7878,327.84615384615387,374.0,368.7518,144.90589999999997,359.4534,-20.44999999999999
42,42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,0.2,323.521,319.1651,314.7783,310.4138,306.186,302.2643,298.8553,296.1803,294.4523,293.8593,294.5536,296.6457,300.2029,305.2475,311.7557,319.6548,328.8218,339.0822,350.2134,361.951,284.8205128205128,372.0,513.6577,49.78150000000005,214.5475,-10.735700000000008
