,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,u,L,inst_cost,ctg,path_diff
766,766,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.5775324371,2.1527105985,5.049301930857112,1.1621352731,0.5871212936999999,3.4749634906000004,2.6083578497
767,767,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.8068153789,2.4283578497,5.089502474083205,1.7492565668,0.7548712909999999,2.8878421969000003,2.6083578497
768,768,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.0625239096,2.6815995664,5.384476084198372,2.5041278578,0.9508859505,2.1329709059,2.6083578497
769,769,769.0,769.0,769.0,769.0,769.0,769.0,769.0,769.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.3437578089,2.9388132756,5.615980479256803,3.4550138083,1.1820849554,1.1820849554,2.6083578497
770,770,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,9.45082998170391,0.0,0.07747869,4.6738273746,2.6085453688
771,771,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0494449663,-0.0054720355,7.204293494072811,0.07747869,0.0418131719,4.5963486846,2.6085453688
772,772,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.0151155239,0.6806278715,5.825049258237026,0.1192918619,0.1055036883,4.554535512699999,2.6085453688
773,773,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.0778329783,1.1701842951,5.212777053470317,0.2247955502,0.2035427406,4.4490318244,2.6085453688
774,774,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2144071256,1.5548878532,4.781662651595977,0.4283382908,0.3140520177999999,4.2454890838,2.6085453688
775,775,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3855051691,1.8619560748,4.897493814786508,0.7423903086,0.4399329937999999,3.931437066,2.6085453688
776,776,776.0,776.0,776.0,776.0,776.0,776.0,776.0,776.0,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.586384894,2.1508257314,5.069194250713824,1.1823233024,0.5880710955000001,3.4915040722,2.6085453688
777,777,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.8155846817,2.4285453688,5.005573142952411,1.7703943979,0.754048498,2.9034329767,2.6085453688
778,778,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.0709050485,2.6737823163,5.4928334451292535,2.5244428959,0.9522590543999998,2.1493844787,2.6085453688
779,779,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.3519191416,2.9420515677,5.907964957276142,3.4767019503,1.1971254243000002,1.1971254243000002,2.6085453688
780,780,780.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,19.806570662815943,0.0,0.2288507947,70.92005931719999,10.7751240308
781,781,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0006500807,0.9800069856,19.9495430962381,0.2288507947,0.5872023129,70.69120852249999,10.7751240308
782,782,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1904143529,2.785197023,19.8690512722696,0.8160531076,1.537652782,70.10400620959999,10.7751240308
783,783,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5515758261,4.4109406771,19.96947253803556,2.3537058896,2.9497254928000003,68.56635342759999,10.7751240308
784,784,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.0679327382,5.8915310188,20.12249361466829,5.3034313824,4.7429352840000005,65.6166279348,10.7751240308
785,785,785.0,785.0,785.0,785.0,785.0,785.0,785.0,785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.7259262682,7.2457868502,19.901513717115986,10.0463666664,6.834792257499998,60.8736926508,10.7751240308
786,786,786.0,786.0,786.0,786.0,786.0,786.0,786.0,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.5117258198,8.4501386704,20.16018998373079,16.8811589239,9.2224621326,54.0389003933,10.7751240308
787,787,787.0,787.0,787.0,787.0,787.0,787.0,787.0,787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.4133855504,9.5644979381,20.06780327016557,26.1036210565,11.8916741028,44.8164382607,10.7751240308
788,788,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.4206430405,10.564020775,20.19711761002953,37.9952951593,14.851980934000004,32.9247641579,10.7751240308
789,789,789.0,789.0,789.0,789.0,789.0,789.0,789.0,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.5236409235,11.480734653,19.82839467167216,52.8472760933,18.0727832239,18.0727832239,10.7751240308
790,790,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,19.917263463020564,0.0,0.2314072685,71.28308409080002,10.7790287586
791,791,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0011855477,0.9905407986,19.851037516251807,0.2314072685,0.5869455386,71.05167682230001,10.7790287586
792,792,792.0,792.0,792.0,792.0,792.0,792.0,792.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1914757318,2.7853543662,20.103932358942647,0.8183528071,1.5513959846,70.4647312837,10.7790287586
793,793,793.0,793.0,793.0,793.0,793.0,793.0,793.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5537883964,4.4334349375,20.08662272901623,2.3697487917,2.980908309,68.9133352991,10.7790287586
794,794,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.0728526252,5.9230329815,20.11622653168292,5.3506571007,4.7836876253,65.9324269901,10.7790287586
795,795,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.7338136506,7.2736946093,20.16976437044518,10.134344726,6.907059653999999,61.1487393648,10.7790287586
796,796,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.5235666139,8.5009180831,20.07809425209765,17.04140438,9.3092066796,54.2416797108,10.7790287586
797,797,797.0,797.0,797.0,797.0,797.0,797.0,797.0,797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.4296615236,9.6026325985,19.954380606128527,26.3506110596,11.9654197737,44.9324730312,10.7790287586
798,798,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.4399993384,10.5877328444,19.844783878524435,38.3160308333,14.8763800026,32.967053257500005,10.7790287586
799,799,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.5435502022,11.4686603685,19.984231519290223,53.1924108359,18.090673254900004,18.090673254900004,10.7790287586
800,800,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,20.17952088931177,0.0,0.2375433728,71.42547336940002,10.8216766065
801,801,801.0,801.0,801.0,801.0,801.0,801.0,801.0,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0024541959,1.015497893,19.85611968543958,0.2375433728,0.5962261213,71.18792999660002,10.8216766065
802,802,802.0,802.0,802.0,802.0,802.0,802.0,802.0,802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1951439606,2.8084200969,20.04774710743761,0.8337694941,1.5643851661,70.59170387530001,10.8216766065
803,803,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5593798259,4.4489589423,20.11996196249797,2.3981546602,2.9997017886,69.02731870920002,10.8216766065
804,804,804.0,804.0,804.0,804.0,804.0,804.0,804.0,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.0800826123,5.9402523522,19.964684103753545,5.3978564488,4.7944436213,66.02761692060001,10.8216766065
805,805,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.7419498731,7.2748535018,19.90310655175574,10.1923000701,6.885860211600001,61.233173299300006,10.8216766065
806,806,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.5305231817,8.4765908483,20.192356327699333,17.0781602817,9.2833635913,54.3473130877,10.8216766065
807,807,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.4348557648,9.591493898,20.04810004223872,26.361523873,11.9589730755,45.0639494964,10.8216766065
808,808,808.0,808.0,808.0,808.0,808.0,808.0,808.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.4445869314,10.5865727356,20.143730720145847,38.3204969485,14.9173445251,33.104976420899995,10.8216766065
809,809,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.5494726514,11.4960600876,20.1718631896218,53.2378414736,18.1876318958,18.1876318958,10.8216766065
810,810,810.0,810.0,810.0,810.0,810.0,810.0,810.0,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,20.05638329192766,0.0,0.2346482935,71.46324173580001,10.7914471003
811,811,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0018585284,1.0037798008,19.99757187898838,0.2346482935,0.5978068321000001,71.22859344230001,10.7914471003
812,812,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1941174309,2.8112780862,20.01766859332,0.8324551256,1.5645511399999998,70.6307866102,10.7914471003
813,813,813.0,813.0,813.0,813.0,813.0,813.0,813.0,813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5584797684,4.448682608,20.1806852936928,2.3970062656,3.0037267702,69.0662354702,10.7914471003
814,814,814.0,814.0,814.0,814.0,814.0,814.0,814.0,814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.079450002,5.9457809037,20.167414862361323,5.4007330358,4.8189267559,66.0625087,10.7914471003
815,815,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.7428233924,7.2991489997,19.94115081833784,10.2196597917,6.927003978799998,61.2435819441,10.7914471003
816,816,816.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.5338927625,8.5021947114,20.133670040205526,17.1466637705,9.3237302653,54.3165779653,10.7914471003
817,817,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.4403779926,9.6090764852,19.882949862019768,26.4703940358,11.9778715406,44.9928477,10.7914471003
818,818,818.0,818.0,818.0,818.0,818.0,818.0,818.0,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.4509834761,10.586765988,19.881326384985968,38.4482655764,14.890037317,33.0149761594,10.7914471003
819,819,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.5546182845,11.4712638181,20.089972374985468,53.3383028934,18.1249388424,18.1249388424,10.7914471003
820,820,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,19.887636397774493,0.0,0.2307210787,70.7085050656,10.7720952731
821,821,821.0,821.0,821.0,821.0,821.0,821.0,821.0,821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0010422292,0.9877214105,19.8742181902648,0.2307210787,0.5868814928,70.4777839869,10.7720952731
822,822,822.0,822.0,822.0,822.0,822.0,822.0,822.0,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1911762478,2.785009211,19.907954860860976,0.8176025715,1.5398174236999995,69.89090249409999,10.7720952731
823,823,823.0,823.0,823.0,823.0,823.0,823.0,823.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5525080407,4.4144729042,20.06054212389823,2.3574199952,2.9599884039,68.35108507039999,10.7720952731
824,824,824.0,824.0,824.0,824.0,824.0,824.0,824.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.0696416111,5.9033935462,19.97209658657086,5.3174083991,4.745407032800001,65.39109666649999,10.7720952731
825,825,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.7280371519,7.242207664,19.896335691454023,10.0628154319,6.829750261999999,60.6456896337,10.7720952731
826,826,826.0,826.0,826.0,826.0,826.0,826.0,826.0,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.5134710483,8.4464073367,20.00414560250416,16.8925656939,9.1998154062,53.8159393717,10.7720952731
827,827,827.0,827.0,827.0,827.0,827.0,827.0,827.0,827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.4140208498,9.5462720956,19.832667981756224,26.0923811001,11.828331143,44.6161239655,10.7720952731
828,828,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.4184064777,10.5251532658,20.17801666624413,37.9207122431,14.7639501959,32.787792822499995,10.7720952731
829,829,829.0,829.0,829.0,829.0,829.0,829.0,829.0,829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.5176131837,11.4437482265,20.148244636451537,52.684662439,18.0238426266,18.0238426266,10.7720952731
830,830,830.0,830.0,830.0,830.0,830.0,830.0,830.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,20.187552645166072,0.0,0.2377330444,71.5371442433,10.833366324
831,831,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0024930489,1.0162622156,19.91332189120133,0.2377330444,0.5988761528000001,71.2994111989,10.833366324
832,832,832.0,832.0,832.0,832.0,832.0,832.0,832.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1955322596,2.814555194,20.07616724761561,0.8366091972,1.5703307144999998,70.7005350461,10.833366324
833,833,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5604894368,4.4572147416,20.1512660191879,2.4069399117,3.0104144753,69.1302043316,10.833366324
834,834,834.0,834.0,834.0,834.0,834.0,834.0,834.0,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.0821292967,5.9507014836,19.83923580924341,5.417354387,4.797454313500001,66.1197898563,10.833366324
835,835,835.0,835.0,835.0,835.0,835.0,835.0,835.0,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.7443840814,7.2723702798,20.05710640915504,10.2148087005,6.8983599359,61.322335542800005,10.833366324
836,836,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.5334660379,8.4889989643,20.060917127917456,17.1131686364,9.2923140021,54.4239756069,10.833366324
837,837,837.0,837.0,837.0,837.0,837.0,837.0,837.0,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.4383435919,9.5902131231,20.127499527826963,26.4054826385,11.968793132399998,45.1316616048,10.833366324
838,838,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.4483369502,10.5929697175,20.19596922725145,38.3742757709,14.9416618917,33.16286847240001,10.833366324
839,839,839.0,839.0,839.0,839.0,839.0,839.0,839.0,839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.5540841069,11.5068194835,20.19239869678296,53.3159376626,18.22120658070001,18.22120658070001,10.833366324
840,840,840.0,840.0,840.0,840.0,840.0,840.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.8556644775355848,0.0,0.076884941,0.6994025639,-2.5
841,841,841.0,841.0,841.0,841.0,841.0,841.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.0861859579,-0.7282475943,0.3440986399149562,0.076884941,0.0473930263,0.6225176229,-1.5082475943000002
842,842,842.0,842.0,842.0,842.0,842.0,842.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1538233721,-0.6262003161,-0.57859630123004,0.1242779673,0.0425495094,0.5751245966,-0.8462003161
843,843,843.0,843.0,843.0,843.0,843.0,843.0,843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2162131291,-0.6216701893,-0.6543363446294678,0.1668274767,0.0452092067999999,0.5325750872,-0.4416701893
844,844,844.0,844.0,844.0,844.0,844.0,844.0,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2785381525,-0.6247788004,-0.6493151306697695,0.2120366835,0.0490264703,0.4873658804,-0.2047788003999999
845,845,845.0,845.0,845.0,845.0,845.0,845.0,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3411346964,-0.6271137695,-1.1346770072538186,0.2610631538,0.0571021203,0.4383394101,-0.1271137694999999
846,846,846.0,846.0,846.0,846.0,846.0,846.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.4063013673,-0.6754147994,-0.9595026452031932,0.3181652741,0.0674069478,0.3812372898,-0.2554147994
847,847,847.0,847.0,847.0,847.0,847.0,847.0,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.4752170873,-0.7024493438,-1.5021181104973205,0.3855722219,0.0823277787999999,0.313830342,-0.5224493437999999
848,848,848.0,848.0,848.0,848.0,848.0,848.0,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.5493302782,-0.778547964,-1.6752446693350411,0.4679000007,0.1038530471,0.2315025632,-0.9985479640000002
849,849,849.0,849.0,849.0,849.0,849.0,849.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.6315226922,-0.8638800169,-1.5686134618268317,0.5717530478,0.1276495160999999,0.1276495160999999,-1.6438800169000003
850,850,850.0,850.0,850.0,850.0,850.0,850.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1.7980206914578745,0.0,0.0772377243,0.686664129,-2.5
851,851,851.0,851.0,851.0,851.0,851.0,851.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-0.086464805,-0.7337331259,0.2459930238364663,0.0772377243,0.0487256875,0.6094264047,-1.5137331259000002
852,852,852.0,852.0,852.0,852.0,852.0,852.0,852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.1550987715,-0.640499857,-0.4787812344273124,0.1259634118,0.0436697725999999,0.5607007172,-0.860499857
853,853,853.0,853.0,853.0,853.0,853.0,853.0,853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.2183664745,-0.6251102774,-0.5504840540491446,0.1696331844,0.0450358734,0.5170309446,-0.4451102774000001
854,854,854.0,854.0,854.0,854.0,854.0,854.0,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.2805165381,-0.6180086192,-0.7248272267186486,0.2146690578,0.0488406255,0.4719950711999999,-0.1980086192
855,855,855.0,855.0,855.0,855.0,855.0,855.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.3428339933,-0.6281738866,-0.931861990522542,0.2635096833,0.0558459326999999,0.4231544456999999,-0.1281738865999999
856,856,856.0,856.0,856.0,856.0,856.0,856.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.4071204432,-0.6570736358,-1.137560177829899,0.319355616,0.0664128320999999,0.3673085129999999,-0.2370736357999999
857,857,857.0,857.0,857.0,857.0,857.0,857.0,857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.4751520682,-0.7027980287,-1.2650315960384813,0.3857684481,0.0802912068,0.3008956808999999,-0.5227980286999998
858,858,858.0,858.0,858.0,858.0,858.0,858.0,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.5481515613,-0.7563016951,-1.479096317758947,0.4660596549,0.0982695957,0.2206044740999999,-0.9763016951000002
859,859,859.0,859.0,859.0,859.0,859.0,859.0,859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,-0.6272781048,-0.8250847834,-1.7614695130191895,0.5643292506,0.1223348783999999,0.1223348783999999,-1.6050847834000002
