,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,373.0,373.0,0.0,368.7878,1717.9636,-40.0
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.9583,339.696,324.8873,312.0202,301.3574,292.9443,286.6547,282.2609,279.5107,278.1944,278.1944,279.5107,282.2609,286.6547,292.9443,301.3574,312.0202,324.8873,339.696,355.9583,236.0,373.0,368.7878,156.69490000000002,1349.1758,-20.0557
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,0.2,247.4268,258.0982,267.3892,274.9039,280.5224,284.391,286.8662,288.4334,289.6229,290.9408,292.8218,295.6057,299.532,304.7438,311.297,319.1688,328.266,338.4316,349.4532,361.0728,287.0,373.0,525.4827,95.87299999999992,1192.4809,-28.60899999999998
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,0.3,285.6716,284.5703,283.8893,283.764,284.2635,285.399,287.1444,289.4612,292.3199,295.7135,299.661,304.2007,309.3787,315.2351,321.7908,329.0377,336.9336,345.401,354.3294,363.5813,276.0,274.0,621.3557,60.590200000000095,1096.6079,-27.601
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,0.4,278.0418,280.0917,282.1645,284.2862,286.493,288.8266,291.323,293.9987,296.8337,299.7547,302.621,305.2167,307.2541,308.3927,308.2775,306.5949,303.1386,297.8714,290.9681,282.8205,174.0,371.0,681.9459,128.2467999999999,1036.0177,-24.17340000000001
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,0.5,193.5937,212.4019,229.7458,245.135,258.309,269.2342,278.0649,285.0861,290.6563,295.1629,298.9979,302.5497,306.2039,310.3403,315.3184,321.4447,328.9282,337.8321,348.0394,359.2476,332.0,270.0,810.1927,154.9135,907.7709,-43.76580000000001
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.6,319.6623,308.2784,298.6543,291.3355,286.5548,284.2437,284.0947,285.6491,288.3834,291.7741,295.3331,298.6166,301.2194,302.7693,302.9351,301.4535,298.1712,293.093,286.4155,278.5323,276.0,272.0,965.1062,150.38350000000014,752.8574000000001,-28.75630000000001
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,0.7,278.827,281.4955,283.881,285.9163,287.5972,288.9704,290.1085,291.0796,291.9226,292.6314,293.1531,293.3969,293.2515,292.6057,291.3691,289.4882,286.9578,283.8251,280.1883,276.1889,172.0,371.0,1115.4897,218.5961,602.4739,-24.029600000000016
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,0.8,191.719,210.5863,227.864,243.0163,255.7555,266.0422,274.0474,280.0948,284.6014,288.0299,290.8597,293.5731,296.6489,300.5517,305.7081,312.4663,321.0439,331.4753,343.5772,356.9464,303.0,311.0,1334.0858,224.06009999999992,383.8778,-46.95780000000002
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,0.9,294.9762,287.679,281.7187,277.5025,275.1957,274.7352,275.8836,278.3036,281.6291,285.5185,289.6805,293.8778,297.9149,301.6228,304.8509,307.4722,309.3998,310.611,311.1672,311.2205,363.0,272.0,1558.1459,159.81770000000006,159.81770000000006,-38.26479999999998
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,373.0,373.0,0.0,368.7878,1714.5394,-40.0
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.9583,339.696,324.8873,312.0202,301.3574,292.9443,286.6547,282.2609,279.5107,278.1944,278.1944,279.5107,282.2609,286.6547,292.9443,301.3574,312.0202,324.8873,339.696,355.9583,236.0,373.0,368.7878,156.69490000000002,1345.7515999999998,-20.0557
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,0.2,247.4268,258.0982,267.3892,274.9039,280.5224,284.391,286.8662,288.4334,289.6229,290.9408,292.8218,295.6057,299.532,304.7438,311.297,319.1688,328.266,338.4316,349.4532,361.0728,287.0,372.0,525.4827,95.95859999999992,1189.0567,-28.60899999999998
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,0.3,285.6716,284.5702,283.8892,283.7637,284.2627,285.3975,287.1414,289.4554,292.3092,295.6944,299.6282,304.1463,309.2919,315.1016,321.5928,328.7548,336.5437,344.8823,353.6625,362.7518,275.0,273.0,621.4413,61.69749999999999,1093.0981,-27.60250000000002
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,0.4,277.2106,279.4212,281.6396,283.8863,286.1947,288.6055,291.1555,293.863,296.7104,299.6266,302.4727,305.0342,307.0239,308.102,307.914,306.1469,302.5951,297.223,290.207,281.9414,171.0,373.0,683.1388,132.27340000000004,1031.4006,-24.3945
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,0.5,191.0487,210.2931,228.0377,243.7799,257.2521,268.4188,277.4371,284.5987,290.2711,294.8529,298.7481,302.3583,306.0829,310.3158,315.4294,321.7414,329.4675,338.6721,349.2324,360.8334,326.0,271.0,815.4122,161.67769999999996,899.1271999999999,-44.58120000000002
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,0.6,314.5054,303.9347,295.0672,288.4292,284.2419,282.4341,282.7027,284.5989,287.612,291.2325,294.9854,298.4381,301.1941,302.8875,303.1908,301.8421,298.6891,293.7362,287.1803,279.4156,291.0,275.0,977.0899,151.18859999999995,737.4495,-30.5659
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,0.7,290.8924,290.7781,290.663,290.572,290.5471,290.6358,290.8751,291.2747,291.8052,292.3946,292.9339,293.29,293.3235,292.9072,291.9435,290.3772,288.2026,285.4657,282.2597,278.7175,172.0,373.0,1128.2785,204.9316000000001,586.2609,-22.364199999999983
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.8,192.293,211.6702,229.3417,244.7414,257.5763,267.8249,275.6928,281.5464,285.845,289.0869,291.7767,294.4103,297.4701,301.4165,306.6668,313.5577,322.2953,332.904,345.1927,358.7533,353.0,272.0,1333.2101,198.8737000000001,381.3292999999999,-45.17509999999999
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,0.9,336.7003,321.5021,308.3385,297.8472,290.3104,285.6698,283.598,283.5999,285.112,287.5773,290.4852,293.3811,295.8581,297.5459,298.1133,297.2903,294.9072,290.9402,285.5456,279.0661,171.0,373.0,1532.0838,182.4555999999997,182.4555999999997,-27.33019999999999
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,373.0,373.0,0.0,368.7878,1720.0946,-40.0
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.9583,339.696,324.8873,312.0202,301.3574,292.9443,286.6547,282.2609,279.5107,278.1944,278.1944,279.5107,282.2609,286.6547,292.9443,301.3574,312.0202,324.8873,339.696,355.9583,234.0,372.0,368.7878,157.42199999999997,1351.3067999999998,-20.0557
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,0.2,245.7676,256.7643,266.3516,274.1238,279.956,283.9937,286.5962,288.254,289.5034,290.856,292.7507,295.5299,299.4336,304.6043,311.096,318.8845,327.8754,337.9126,348.7862,360.2432,287.0,373.0,526.2098,98.4936,1193.8847999999998,-29.00630000000001
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,0.3,285.5708,284.3784,283.6241,283.4478,283.9199,285.0494,286.8053,289.143,292.0267,295.4447,299.4124,303.9669,309.155,315.0191,321.5835,328.8438,336.761,345.2592,354.2282,363.5285,277.0,274.0,624.7034,62.01970000000006,1095.3911999999998,-27.95060000000001
34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,0.4,278.822,280.6621,282.5439,284.4998,286.5697,288.796,291.2133,293.8345,296.6355,299.5389,302.3999,304.9995,307.0475,308.2016,308.106,306.4464,303.0159,297.777,290.9039,282.7881,171.0,373.0,686.7231,130.36059999999998,1033.3714999999995,-24.204000000000008
35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,0.5,191.1215,210.4302,228.2241,243.9967,257.4801,268.6415,277.6434,284.7833,290.4347,295.0005,298.8872,302.4967,306.2264,310.467,315.5865,321.8982,329.6142,338.7968,349.3235,360.8815,328.0,272.0,817.0837,158.89109999999994,903.0109,-44.35849999999999
36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,0.6,316.1962,305.3303,296.1937,289.3211,284.9386,282.9753,283.1254,284.9357,287.8901,291.4742,295.2094,298.6609,301.4317,303.1566,303.5094,302.2299,299.1664,294.3229,287.8937,280.2688,289.0,273.0,975.9748,148.40170000000012,744.1197999999999,-30.0247
37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,0.7,289.3549,289.6772,289.9509,290.1856,290.4164,290.6919,291.0564,291.5299,292.0943,292.6869,293.2045,293.5154,293.4772,292.9564,291.8473,290.0865,287.663,284.622,281.0625,277.1291,171.0,373.0,1124.3765,206.27499999999984,595.7180999999998,-22.308100000000024
38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,0.8,191.426,210.9352,228.7362,244.2604,257.2117,267.5647,275.5211,281.4441,285.7906,289.0582,291.7526,294.3732,297.4076,301.3227,306.5436,313.4144,322.147,332.7692,345.0901,358.6978,352.0,270.0,1330.6515,202.00019999999995,389.4431,-45.435299999999984
39,39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,0.9,335.8117,320.7227,307.6642,297.2716,289.8255,285.2656,283.2628,283.3203,284.8729,287.3612,290.2721,293.1476,295.5763,297.1832,297.6324,296.6499,294.0641,289.8527,284.1769,277.3891,171.0,372.0,1532.6517,187.4429,187.4429,-27.7344
40,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,372.0,371.0,0.0,369.7127,1754.7643000000005,-40.0
41,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.1287,339.029,324.3683,311.6296,301.0731,292.7434,286.5151,282.1625,279.4349,278.1233,278.1096,279.3912,282.0815,286.3846,292.547,300.791,311.2401,323.8497,338.3622,354.2991,234.0,372.0,369.7127,160.53090000000003,1385.0516000000002,-20.25659999999999
42,42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,0.2,245.7149,256.6632,266.2099,273.9512,279.7621,283.7864,286.3801,288.0302,289.2696,290.6075,292.4819,295.2368,299.1154,304.2651,310.7464,318.5409,327.5592,337.6473,348.5944,360.1425,289.0,371.0,530.2436,100.17229999999996,1224.5207000000005,-29.213599999999985
43,43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,0.3,287.1974,285.6479,284.5666,284.1038,284.3349,285.2693,286.8723,289.0925,291.8861,295.232,299.1363,303.627,308.7419,314.5149,320.9623,328.0736,335.8058,344.0828,352.7981,361.8201,274.0,271.0,630.4159,64.58460000000002,1124.3484000000003,-27.730700000000013
