,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,373.0,373.0,0.0,368.7878,2490.4418,50.56189999999998
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.9583,339.696,324.8873,312.0202,301.3574,292.9443,286.6547,282.2609,279.5107,278.1944,278.1944,279.5107,282.2609,286.6547,292.9443,301.3574,312.0202,324.8873,339.696,355.9583,373.0,373.0,368.7878,149.9826,2121.6539999999995,50.56189999999998
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,0.2,361.0762,349.4624,338.4531,328.3136,319.2703,311.5058,305.1585,300.3265,297.0743,295.4396,295.4396,297.0743,300.3265,305.1585,311.5058,319.2703,328.3136,338.4531,349.4624,361.0762,372.0,373.0,518.7704,77.58450000000005,1971.6714,50.56189999999998
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,0.3,362.9748,354.1523,345.7306,337.8987,330.8318,324.6876,319.6029,315.6902,313.0365,311.7009,311.7146,313.0801,315.7712,319.7334,324.884,331.1139,338.2882,346.2492,354.8191,363.8043,372.0,373.0,596.3549,89.6529999999999,1894.0869,50.56189999999998
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,0.4,364.9206,357.9999,351.393,345.248,339.7028,334.8821,330.8943,327.8295,325.7576,324.7261,324.7601,325.8605,328.0051,331.1479,335.2208,340.1347,345.7811,352.035,358.7573,365.7981,373.0,371.0,686.0079,141.60620000000006,1804.4339,50.56189999999998
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,0.5,367.2775,361.6876,356.3589,351.4126,346.9596,343.0978,339.9103,337.4641,335.8088,334.9755,334.9767,335.8053,337.4352,339.8217,342.9028,346.602,350.8303,355.4899,360.4768,365.6833,373.0,373.0,827.6141,209.38650000000007,1662.8277,50.56189999999998
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.6,368.5253,364.1508,359.9745,356.0894,352.5817,349.5287,346.997,345.0414,343.7041,343.0135,342.9848,343.6195,344.9058,346.8187,349.3206,352.3608,355.8757,359.7894,364.0142,368.4527,373.0,371.0,1037.0006,278.1315,1453.4412,50.56189999999998
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,0.7,369.4845,366.047,362.7639,359.7079,356.9467,354.5412,352.5443,350.9993,349.9389,349.3844,349.3445,349.8154,350.7806,352.211,354.0668,356.2988,358.8505,361.6608,364.6657,367.8004,373.0,371.0,1315.1321,341.03330000000005,1175.3097,50.56189999999998
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,0.8,370.2332,367.5272,364.9414,362.5324,360.3526,358.4491,356.8623,355.6255,354.7636,354.2927,354.2201,354.5437,355.2526,356.3273,357.7403,359.4569,361.4363,363.6322,365.9943,368.4687,371.0,373.0,1656.1654,394.55590000000007,834.2764,50.56189999999998
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,0.9,369.1559,367.3434,365.5954,363.9462,362.4318,361.0887,359.9523,359.0555,358.4266,358.0883,358.0567,358.3408,358.9429,359.858,361.0738,362.5706,364.3203,366.2866,368.4245,370.6816,373.0,372.0,2050.7213,439.7204999999999,439.7204999999999,50.56189999999998
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,373.0,373.0,0.0,368.7878,2238.9254,49.51060000000001
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.9583,339.696,324.8873,312.0202,301.3574,292.9443,286.6547,282.2609,279.5107,278.1944,278.1944,279.5107,282.2609,286.6547,292.9443,301.3574,312.0202,324.8873,339.696,355.9583,373.0,373.0,368.7878,149.9826,1870.1376,49.51060000000001
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,0.2,361.0762,349.4624,338.4531,328.3136,319.2703,311.5058,305.1585,300.3265,297.0743,295.4396,295.4396,297.0743,300.3265,305.1585,311.5058,319.2703,328.3136,338.4531,349.4624,361.0762,324.0,372.0,518.7704,62.56889999999999,1720.155,49.51060000000001
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,0.3,323.1558,322.1412,320.832,319.1854,317.2551,315.1861,313.191,311.5176,310.4151,310.1056,310.7646,312.5112,315.4061,319.4546,324.6129,330.7955,337.8816,345.7229,354.149,362.9736,372.0,373.0,581.3393,47.435100000000034,1657.5861,49.51060000000001
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,0.4,362.5398,353.478,345.1677,337.8816,331.7953,326.9893,323.4674,321.1821,320.0608,320.0265,321.0096,322.9512,325.8005,329.508,334.0185,339.2649,345.1636,351.613,358.4936,365.6712,371.0,373.0,628.7744,100.7523,1610.1509999999998,49.51060000000001
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,0.5,364.5533,358.2837,352.361,346.9405,342.1575,338.123,334.9213,332.6097,331.2193,330.7575,331.2105,332.5466,334.7189,337.6675,341.3215,345.6003,350.4147,355.6677,361.256,367.0709,372.0,373.0,729.5267,170.94209999999998,1509.3987,49.51060000000001
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,0.6,366.9601,362.0487,357.3897,353.098,349.2755,346.0095,343.3701,341.4099,340.1637,339.6493,339.8675,340.8038,342.4291,344.7008,347.5648,350.956,354.8007,359.0171,363.5178,368.2105,373.0,371.0,900.4688,243.70920000000007,1338.4566,49.51060000000001
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,0.7,368.9639,365.0277,361.2874,357.8327,354.7432,352.0874,349.921,348.2859,347.2104,346.7086,346.781,347.4142,348.5819,350.2461,352.3584,354.8623,357.6954,360.7923,364.0861,367.5106,371.0,372.0,1144.178,310.33929999999987,1094.7474,49.51060000000001
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.8,368.2195,365.4954,362.8841,360.442,358.2244,356.2842,354.6698,353.4228,352.576,352.1526,352.1648,352.6143,353.4923,354.7802,356.4506,358.4676,360.7877,363.3603,366.1285,369.0304,372.0,371.0,1454.5173,366.5626,784.4081000000001,49.51060000000001
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,0.9,369.6278,367.3123,365.1081,363.066,361.232,359.6455,358.3396,357.3403,356.6665,356.3298,356.3342,356.6762,357.3445,358.3203,359.5779,361.0855,362.8067,364.7015,366.7276,368.8418,373.0,373.0,1821.0799,417.8455000000001,417.8455000000001,49.51060000000001
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,371.0,372.0,0.0,369.5048,2478.0955,50.14760000000001
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,0.1,354.2991,338.3622,323.8497,311.2401,300.791,292.547,286.3846,282.0815,279.3912,278.1096,278.1233,279.4349,282.1625,286.5151,292.7434,301.0731,311.6296,324.3683,339.029,355.1287,373.0,373.0,369.5048,151.49640000000005,2108.5907,50.14760000000001
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,0.2,360.9755,349.2707,338.188,327.9976,318.9269,311.1563,304.8193,300.0082,296.781,295.1707,295.1909,296.8404,300.1027,304.9425,311.2986,319.0766,328.1411,338.3115,349.3613,361.0234,373.0,372.0,521.0012,78.0394,1957.0943,50.14760000000001
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,0.3,363.7549,354.7226,346.1099,338.112,330.9078,324.6556,319.4901,315.5202,312.8276,311.466,311.4607,312.8085,315.4778,319.4088,324.5147,330.6826,337.7757,345.6361,354.0881,362.9423,371.0,373.0,599.0406,89.6280999999999,1879.0549,50.14760000000001
34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,0.4,364.1058,357.3583,350.9023,344.8791,339.4234,334.6606,330.7028,327.6457,325.5652,324.515,324.5255,325.6026,327.728,330.8595,334.9322,339.8595,345.5348,351.833,358.6137,365.7234,373.0,371.0,688.6687,139.62070000000006,1789.4267999999995,50.14760000000001
35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,0.5,367.2204,361.5775,356.2031,351.2208,346.7419,342.8635,339.6671,337.2175,335.5624,334.7319,334.7376,335.5727,337.2116,339.6103,342.7081,346.4287,350.6836,355.3747,360.3974,365.6428,372.0,371.0,828.2894,206.05740000000003,1649.8060999999998,50.14760000000001
36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,0.6,367.6612,363.4161,359.3568,355.5724,352.1468,349.1573,346.6716,344.7465,343.4255,342.7379,342.6979,343.3043,344.541,346.3772,348.769,351.6604,354.9847,358.6663,362.6222,366.7642,373.0,373.0,1034.3468,273.3173999999999,1443.7487,50.14760000000001
37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,0.7,369.4065,365.8962,362.5494,359.4414,356.6407,354.2071,352.1913,350.6343,349.5675,349.0123,348.9807,349.4748,350.4874,352.0013,353.9893,356.4136,359.2255,362.365,365.7617,369.3356,373.0,373.0,1307.6642,338.3590000000001,1170.4313,50.14760000000001
38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,0.8,370.1847,367.432,364.8032,362.3566,360.1465,358.2218,356.625,355.3915,354.5488,354.1159,354.1031,354.5114,355.3328,356.5501,358.1374,360.0601,362.2759,364.7354,367.3831,370.1591,371.0,373.0,1646.0232,394.1054999999999,832.0722999999998,50.14760000000001
39,39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,0.9,369.1276,367.289,365.5187,363.853,362.3298,360.987,359.8617,358.9875,358.3931,358.1002,358.1227,358.4661,359.127,360.094,361.3475,362.8609,364.6013,366.53,368.6041,370.777,371.0,372.0,2040.1287,437.9667999999999,437.9667999999999,50.14760000000001
40,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,372.0,373.0,0.0,368.9561,2469.7237,50.49889999999999
