,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,370.502403388848,375.0867163617014,0.0,368.4321,683.985,-40.0
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,0.1,353.8864,338.0305,323.5921,311.0472,300.6526,292.4532,286.3275,282.0562,279.3972,278.1523,278.2152,279.5974,282.4276,286.9257,293.3535,301.9458,312.8328,325.9693,341.0875,357.6893,350.3863634975452,375.4245850703951,368.4321,144.57540000000006,315.5529,-20.54680000000002
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,0.2,342.1966,334.1541,326.4127,319.136,312.4963,306.6695,301.8262,298.1236,295.6982,294.6615,295.0979,297.0635,300.5853,305.658,312.2394,320.2458,329.5467,339.9625,351.2655,363.1864,278.54386692185994,342.766033160444,513.0075,50.48749999999996,170.97749999999996,-6.330499999999972
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,0.3,284.2855,289.6201,294.2151,297.8693,300.5394,302.3343,303.481,304.2747,305.0247,306.008,307.4341,309.4271,312.0212,315.1701,318.7658,322.6658,326.7231,330.8145,334.8613,338.838,285.08130933542327,337.19370210304686,563.495,29.101499999999987,120.49,-10.665700000000015
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,0.4,287.6289,290.1473,292.6107,294.9999,297.3055,299.5303,301.6904,303.8136,305.9367,308.0993,310.3381,312.6805,315.1405,317.7166,320.3934,323.1454,325.9436,328.7612,331.5795,334.39,291.5882672467901,337.7708525725377,592.5965,25.1866,91.38850000000002,-13.469699999999987
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,0.5,292.8631,294.183,295.5872,297.1043,298.7508,300.5313,302.4411,304.47,306.6054,308.8358,311.1515,313.5455,316.0127,318.5493,321.1514,323.8145,326.5325,329.2976,332.1002,334.9289,283.0351096482796,347.355385205612,617.7831,22.07050000000004,66.20190000000002,-12.468700000000013
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.6,286.0702,289.0575,291.9574,294.7447,297.412,299.9689,302.4392,304.8563,307.2593,309.6888,312.1862,314.792,317.5463,320.4867,323.6466,327.0505,330.7084,334.6111,338.7262,342.9988,288.28741046658274,352.22492597628,639.8536,16.82039999999995,44.13139999999999,-13.03109999999998
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,0.7,290.1774,292.0994,294.0816,296.1453,298.304,300.5644,302.9287,305.3986,307.9777,310.6744,313.5025,316.4813,319.6336,322.9828,326.5494,330.3458,334.3727,338.6148,343.0394,347.5971,280.8005423790642,356.9376481959959,656.674,11.865099999999984,27.311000000000035,-12.435600000000022
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,0.8,284.2036,287.5658,290.8539,294.0485,297.1467,300.1617,303.1207,306.0599,309.0207,312.0454,315.1748,318.4465,321.8938,325.5444,329.4182,333.5255,337.8639,342.4156,347.1468,352.008,283.25648895117456,358.31195764552405,668.5391,8.5394,15.445900000000051,-12.838300000000004
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,0.9,286.0503,288.8588,291.6954,294.5718,297.4975,300.4805,303.5287,306.6504,309.856,313.1578,316.5698,320.1069,323.7833,327.6104,331.5957,335.7401,340.037,344.4708,349.0172,353.6437,281.9427323644556,368.5133545587291,677.0785,6.906500000000051,6.906500000000051,-12.519499999999994
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,375.80420017022686,370.0451740258728,0.0,369.4526,704.5735,-40.0
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.1,358.2845,341.5659,326.3414,313.1124,302.1484,293.4948,287.0201,282.4872,279.6316,278.23,278.151,279.3801,282.0207,286.2686,292.3638,300.5238,310.8692,323.355,337.7257,353.5072,352.434432025832,373.2157012394789,369.4526,150.43189999999998,335.12089999999995,-19.5052
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,0.2,344.1502,336.0011,328.1309,320.6974,313.8716,307.8318,302.7538,298.801,296.1155,294.8134,294.9824,296.6815,299.9401,304.7565,311.0933,318.8715,327.9649,338.1961,349.3367,361.1127,275.56534828823817,346.7360885217834,519.8845,53.94550000000004,184.689,-5.168200000000013
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,0.3,282.0036,287.9928,293.164,297.2899,300.3137,302.3433,303.616,304.4455,305.1655,306.08,307.4282,309.3643,311.9534,315.1787,318.9595,323.1747,327.6891,332.3785,337.1482,341.9414,284.7459728775985,334.51114068951006,573.83,28.51439999999991,130.74349999999993,-10.6567
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,0.4,287.279,289.7901,292.2591,294.6698,297.0127,299.2878,301.5068,303.6924,305.8758,308.0911,310.3685,312.7268,315.1685,317.6779,320.2235,322.7645,325.2611,327.6839,330.0223,332.2877,289.2889091163809,335.957127725467,602.3444,26.191400000000044,102.22910000000002,-13.712199999999996
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,0.5,290.9165,292.5745,294.2891,296.0796,297.9568,299.9232,301.9749,304.104,306.301,308.5568,310.8639,313.2166,315.611,318.0448,320.516,323.0228,325.5627,328.1322,330.7259,333.337,284.6973181544929,344.8792196850551,628.5358,24.054399999999987,76.03769999999997,-13.076799999999992
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,0.6,287.3088,289.8969,292.4423,294.9337,297.3685,299.7537,302.1037,304.4387,306.7825,309.1617,311.6046,314.1417,316.8051,319.6274,322.6385,325.8616,329.3076,332.9699,336.8211,340.8127,289.6252651455088,348.31673943902433,652.5902,19.02049999999997,51.98329999999999,-13.24630000000002
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,0.7,291.286,292.9828,294.7474,296.6042,298.5686,300.6483,302.8449,305.1578,307.5868,310.1346,312.8083,315.6194,318.5822,321.7121,325.0219,328.5191,332.2017,336.0558,340.0545,344.158,280.58951354682296,353.83736451797387,671.6107,14.238200000000006,32.962800000000016,-12.351699999999994
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,0.8,284.0536,287.466,290.784,293.9813,297.0511,300.0061,302.8746,305.696,308.515,311.3772,314.3265,317.4031,320.6424,324.0744,327.7218,331.5973,335.701,340.0172,344.5135,349.1409,286.5310653905895,353.7612507440154,685.8489,10.4606,18.72460000000001,-12.993899999999996
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,0.9,288.7201,290.9466,293.2435,295.6355,298.1379,300.7574,303.4944,306.3462,309.3101,312.3855,315.5742,318.8804,322.3091,325.8642,329.5468,333.3536,337.2762,341.3002,345.4058,349.5688,281.71585783399,363.6167613311988,696.3095,8.26400000000001,8.26400000000001,-12.242599999999982
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,373.40413611673887,370.7024885918427,0.0,369.5904,718.1933,-40.0
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,0.1,356.2935,339.9654,325.0966,312.1769,301.47,293.0208,286.7017,282.2827,279.5081,278.1638,278.1267,279.3901,282.0638,286.3491,292.4902,300.7079,311.1246,323.6956,338.1639,354.0524,351.54539075806525,372.4550352335186,369.5904,150.10330000000005,348.60290000000003,-19.97919999999999
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,0.2,343.2947,335.1845,327.3627,319.9891,313.2346,307.2753,302.2833,298.4175,295.8153,294.5886,294.8211,296.5682,299.856,304.6793,310.9973,318.7285,327.7456,337.8719,348.8827,360.5104,274.40258320871527,338.640080374959,519.6937,55.20330000000001,198.4996,-5.724699999999984
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,0.3,280.9438,287.0343,292.3034,296.522,299.6314,301.7372,303.0735,303.9489,304.6896,305.5887,306.8701,308.6685,311.0252,313.8977,317.1797,320.7296,324.4016,328.0752,331.6767,335.1881,289.7324452297939,335.1154579137899,574.897,33.931499999999915,143.29629999999997,-11.262800000000029
34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,0.4,291.2941,292.8781,294.5021,296.1754,297.9001,299.6733,301.4927,303.3606,305.2859,307.2838,309.372,311.5664,313.8766,316.3023,318.8333,321.4512,324.1331,326.8562,329.6018,332.3571,293.26672265477043,337.6795955682814,608.8285,28.898599999999988,109.36480000000006,-13.326700000000017
35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,0.5,294.3626,295.4954,296.6983,297.9975,299.4106,300.947,302.6091,304.395,306.3004,308.3211,310.4544,312.6992,315.0566,317.5284,320.1158,322.8182,325.6307,328.543,331.5383,334.5933,280.9966553640905,344.03661607605767,637.7271,24.39420000000007,80.46620000000007,-12.052999999999995
36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,0.6,284.4571,287.8407,291.0831,294.1419,297.0013,299.6714,302.1838,304.5841,306.9248,309.2593,311.638,314.1064,316.7044,319.4658,322.4168,325.5741,328.9418,332.5086,336.2458,340.1081,285.0742674677995,344.63277012642703,662.1213,19.932500000000005,56.072,-13.328599999999994
37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,0.7,287.4103,289.7593,292.1322,294.5365,296.9758,299.4512,301.9628,304.5122,307.1036,309.7447,312.4468,315.2234,318.0887,321.055,324.1316,327.3221,330.6235,334.0258,337.5114,341.0565,290.45016276293285,351.0178761989365,682.0538,16.42259999999999,36.1395,-13.548800000000028
38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,0.8,291.961,293.5207,295.1723,296.9488,298.8708,300.9476,303.1791,305.5597,308.083,310.7448,313.5458,316.4931,319.599,322.8798,326.3517,330.0267,333.9072,337.9821,342.2239,346.5883,285.17093142769704,361.079946603226,698.4764,11.88059999999996,19.71690000000001,-12.052399999999976
39,39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,0.9,287.9306,290.6729,293.385,296.0631,298.7135,301.3532,304.0073,306.7077,309.4901,312.3925,315.4548,318.718,322.2233,326.0098,330.1112,334.5497,339.3298,344.4323,349.8108,355.3917,278.4520828385493,369.9235682987146,710.357,7.836300000000051,7.836300000000051,-11.646799999999985
40,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,372.9350817483874,371.98338535398585,0.0,369.1823,684.0703,-40.0
41,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,0.1,355.9044,339.6527,324.8535,311.9945,301.3383,292.93,286.6429,282.2494,279.4963,278.1728,278.1598,279.4547,282.1723,286.5187,292.743,301.0699,311.6238,324.36,339.0181,355.1149,350.9281975802494,375.8166038076994,369.1823,147.87399999999997,314.888,-20.07
42,42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,0.2,342.7616,334.7335,326.9901,319.6902,313.0043,307.1091,302.1785,298.374,295.8372,294.6849,295.0073,296.8676,300.3003,305.3091,311.8616,319.8826,329.2476,339.7786,351.2434,363.3617,274.84601854247785,343.5148252198423,517.0563,51.46210000000008,167.014,-5.890899999999988
